Müşteri No,Müşteri Adı,Telefon,GSM,Email,Adres,İlçe,Vergi Dairesi,Vergi No
MN000140,Cem Kırtasiye Büro Malz. Ve Gıda Tic. Ltd. Şti,0212 659 35 47-48,0553 253 65 91,muratkartal@cemkirtasiyeltd.com,İstoç 16. ada Gönül Plaza kat:4 ,Bağcılar,,
MN000141,Sarvan Confectionary Şekerleme Gıda San Ve Tic Ltd Şti,0342 239 01 06,0532 130 19 28,sarvan@sarvansekerleme.com.tr,Sanayi Mah. Küsget Halıcılar Sit. 160 Nolu Cad. no:13/C ,,,
MN000142,Beyaz İnci Mühendislik,0212 585 40 98,0532 514 34 23,beyazincimuhendislik@hotmail.com,Tozkoparan Mah. Metro Sk. Gözde Amaç Sit. A1 blok D:3 Merter,Güngören,,
MN000143,Salteks Tekstil İnş. Taahüt Nak. San Ve Dış Tic Ltd Şti,212 659 61 04,0532 413 76 65,salteks@msn.com,İstoç Toptancılar Çarşısı 8 Ada no:5-7 Bağcılar,Bağcılar,,
MN000144,Doriva Çikolata Ve Şekerleme,0262 645 00 46,0533 817 09 94,info@dorivachocolate.com,Barış Mahallesi 1802.Sokak No:2,Gebze,,
MN000145,Rositell Plastik Kalıp İnşaat Turizm San. Ve Tic. Ltd. Şti,0236 214 01 03,0532 684 71 21,info@rositell.com.tr,Kulakdede Mevkii İnönü Mah. Muradiye Manisa Yolu Üzeri 5 Km. ,,,
MN000146,Rem Market Ürünleri Ve Paz. Tic. Ltd. Şti,0216 469 74 20,,info@remmarket.com,İçerenköyMah. Kayışdağı Yolu Cad. No 36/1 Kat:2,Ataşehir,,
MN000147,Türk Reklam Hizmetleri,,,,,,,
MN000148,Ravaber Isı Yalıtım Sistemleri,,,,,,,
MN000149,Dibek Kahve Sanayi,,,,,,,
MN000150,Magellon Bilişim Yatırımları A.Ş.,,,,,,,
MN000151,Splando Holding,0544218520,,info@splando.com,,,,
MN000152,Malatya Pazarı Kuruyemişçilik San Ve Tic A.Ş.,0212 863 09 33,0533 626 80 22,info@malatyapazari.com.tr,Mimarsinan Köyü E-5 Karayolu Üzeri 216 Parsel ,Büyükçekmece,Marmara Kurumlar,614 001 9048
MN000153,4 D Media,0212 765 15 42,0542 765 15 42,dogan@4d.tv.tr,iNÖNÜ CAD.NO:18 D:3 ,Güngören,,
MN000154,Aktif Farma Kimya Tic. Ltd. Şti.,0216 316 01 86,0549 725 67 31,ali.aysakar@aktiffarma.com,Serifali M. Beyit Sok. no:26 ,Ümraniye,,
MN000155,Mergen Gıda San. Ve Tic Ltd. Şti,0216 533 35 00,0544 232 38 04,ufuk@mergengida.com,Armağan Evler Mah. Harman Sok No:99 ,Ümraniye,,
MN000156,İsfur Otomotiv Elektronik Boya İmalat San.Tic. Ltd. Şti,0 332 239 0267,,,Konya Organize Sanayi Bölgesi T. Ziyaeddin Cad.,Selçuklu,,
MN000157,Kocatepe 1949 Kahve Kuruyemiş Gıda İml.Paz.San.Tic.A.Ş.,0 312 815 22 87,0554 540 83 25,info@kocatepekahve.com.tr,Fatih Sultan Mehmet Bulvarı No:311/B Sarayköy ,Kazan,,
MN000158,Sade Organik Ürünler San Ve Tic A.Ş,0216 481 35 10,0533 135 23 24,info@sadeorganik.com,"Şerifali Mah.Kule Sokak, No:19",Ümraniye,,
MN000159,Bistorya Gıda San Tic A.Ş,0216 521 22 08,0532 755 34 74,info@simitcidunyasi.com.tr,"Masaldan İş Merkezi, Kısıklı Mah. Alemdağ cad. Bblok no:60/6 ",Üsküdar,Ümraniye,1780725279
MN000160,Ersa İthalat Ve Ticaret A.Ş.,0212 444 37 72,0530 2342488,ersa@ersa.com.tr,Alemdağ Cad. no:46 /B D:3,Üsküdar,,
MN000161,Sns Gida Kozmetik San Tic Ltd Şti,0216 508 19 40,0533 662 72 77,fatih.topuz@awecemr.com.tr,"Yukarı Dudullu Mahallesi Ünalan Sok No:3
Ümraniye - İstanbul",Ümraniye,,
MN000162,Aktar Gıda. Ür.Pz.Tc.A.Ş,0212 549 23 63,,,Aykosan San Sit. 2.Kısım 15 Ada A Blok   İkitelli,İkitelli,İkitelli,039 031 2574
MN000163,Arıcan Balları Cavid Gedikli,(0212) 461 54 29,0536 864 88 61,info@aricanbal.com, Merkez Mahallesi 5. Sokak No: 40 ,Bağcılar,,
MN000164,Nover Kozmetik San.,,,berkay.kilickaya@nover.com.tr,Yalıköşkü Cad. Mühürdarzade Han no:208 ,Eminönü,,
MN000165,Bilim İlaç San. Ve Tic.Aş.,(0212) 365 1500,0555 485 04 24,emre.cetinkursun@bilimilac.com.tr,Kasımpaşa Zincirlikuyu Cd.,Beyoğlu,,
MN000166,Hacı Bekir Lokum Ve Şekerli Mamuller San. A.Ş,0216 379 49 21,,siparis@hacibekir.com,"Dumlupınar Mah. Ankara Cad.

No:76",Pendik,,
MN000167,Merkez Lab. İlaç San. Ve Tic. A.Ş.,(216) 484 41 66,,info@merkezilac.com,Çamlık Mah. Sırrı Çelik Bulvarı Ayça Sok. No:6 34778 Taşdelen ,Çekmeköy,,
MN000168,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",,,
MN000169,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",,,
MN000170,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",,,
MN000171,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",,,
MN000172,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",,,
MN000173,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000174,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000175,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000176,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000177,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000178,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000179,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000180,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000181,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000182,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000183,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000184,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Dubai,,
MN000185,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000186,Iffco,971 6 502 9000,,info@iffco.com,"Inside Port Khalid PO Box : 29220 , 
Sharjah , UAE",Sharjah,,
MN000187,Lider Kozmetik San Ve Tic A.Ş,0262 754 78 54,05414543510,info@liderkozmetik.com ,Dilovası İlçesi Organize Sanayi Bölgesi 5. Kısım D-5007 Sok. No.12,Dilovası,,
MN000188,Sns Gıda Kozmetik San Tic Ltd Şti,,,,,KAVACIK,,
MN000189,Zorbey Matbaa Ambalaj Ve Promosyon Ürünleri,0212 528 48 10,,,,TOPKAPI,,
MN000190,Grafi Copy,0224 256 20 02,,,,,,
MN000191,Gürbüz Ofset Matbacılık Sanayi Ve Ticaret Ltd.Şti.,,,,MALTEPE MAH.DAVUTPAŞA CİFTEHAVUZLAR CAD. 1 MATBACILAR SİTESİ NO : 2  37 / 2 - 3 ZEYTİNBURNU,ZEYTİNBURNU,DAVUTPAŞA,4400298310
MN000192,Renksa Reklam Tanıtım Organizasyon Ltd Şti,0212 434 05 77,0533 608 39 22,renksareklam@gmail.com,Merkez Mah. 25/4 sk. no:10/A ,Bağcılar,,
MN000193,Atalar Model Uçak Atölyesi,0216 306 17 93,0532 325 37 67,gultekin@atalarmodel.com,Atalar Cad. Aydın Sok. Dalkılıç Apt. 6/B,Kartal,,
MN000194,İzomaks Endstri San Tic A.Ş,212 798 24 66,0554 779 92 73,info@izomaks.com.tr,"Akçaburgaz Mah. 153. Sk. Seçkin Plaza
No: 13/Z ",Esenyurt,,
MN000195,Çamlıca Metal Ambalaj San. Ve Tic Ltd. Şti,0216 466 64 45-46,05335269587,suleyman@camlicateneke.com,Şeftali Mah. N.Fazıl Kısakürek Bulvarı Kutup Sok. no:25 ,Ümraniye,,
MN000196,Sahi Kurumsal Danışmanlık Ve Gıda San. Tic. Ltd. Şti.,0 (212) 244 63 63,0530 163 06 08,info@sahi.com.tr,Kemankeş Kara Mustafa Paşa Mah. Kılıç Ali Paşa Mescit Sok. No:2 Karaköy,Beyoğlu,,
MN000197,Kuru Kahveci Mehmet Efendi, (0212) 415 79 25,0533 657 14 58,mehmetefendi@mehmetefendi.com,"Yukarı Dudullu, 1. Cad. D:24,",Ümraniye,,
MN000198,Nar Doğal Ürünler Turizm Ticaret Ve Sanayi A.Ş,0 216 314 36 80,,info@nargourmet.com,"Bostancı Yolu Cad. Keyap Sitesi
B2 Blok No: 27",Ümraniye,,
MN000199,Kopaş Kozmetik Paz. Ve San A.Ş,0 212 365 18 00,,sevinc.basaran@kopas.com,"Ayazağa Ticaret Merkezi Maslak Mahallesi
Sümer Sok. No: 3",Şişli,,
MN000200,Yeni İnci Çamaşır,212 613 83 33,,info@yeniinci.com,"Ferhatpaşa Caddesi Şehit Naci Çakar Sokak No: 9
",Bayrampaşa,,
MN000201,Berko İlaç Ve Kimya San. A.Ş,0216 592 33 00,,info@berko.com.tr,Adil Mah. Tanıdık Sok. no:1 ,Sultanbeyli,,
MN000202,Miray Tekstil San. Dış Tic.Ltd.Şti,0212 505 26 80,0543 668 1881,mirayaksesuar@hotmail.com,Güven Mah Lalezar Sok no:25/A ,Güngören,,
MN000203,Troy Tanıtım Ve Pazarlama A.Ş.,0 (216) 575 75 85,,troy@troy.com.tr,Ali Nihat Tarlan Cd. Değirmenyolu Sk. Sefer Demirel İş Mrk. No: 10 ,Bostancı,,
MN000204,Bağdat Pazarlama Tic Ltd Şti,0216 573 18 82,0530 201 27 85,istanbulanadolu@bagdatpazarlama.com.tr,Altay Çeşme Mah. Begonya Sok. Memoğlu Aprt. No:30/3,Maltepe,,
MN000205,Farmatek Tarım Sanayii Mümessillik Ve Ticaret Ltd. Şti.,0216 593 08 97-98,,info@farmatek.com,"İstanbul Tuzla Kimya Sanayicileri Org. San. Böl 
Melek Aras Bulvarı Analitik Cad. No:90",Maltepe,,
MN000206,Vıp Promosyon Kurumsal Hizmetleri San. Ve Tic. Ltd. Şti,0212 267 0809,istanbul@vippromosyon.com,info@vippromosyon.com,Fulya Mahallesi Vefa Deresi Sokak No:25-A ,Gayrettepe,,
MN000207,Besmat Mat.San.Ve Tic.Ltd.Şti,,,,,,,
MN000208,Onko Koçsel İlaç San. Ve Tic. A.Ş.,0 216 544 90 00 ,,info@onkokocsel.com,Koşuyolu Cad. No:34 34718 Koşuyolu,kadıköy,,
MN000209,Eren Gıda Mad.Turz.San.Tic.Ltd.Şti.,0 216 4411082,0541 592 51 40,info@safranlokum.com.tr,Cevizli mah. Fil yokuşu sk. No: 42,Maltepe,,
MN000210,Yüksek Kozmetik Ürünleri Erol Yüksek,0212 657 31 73,0534 481 80 67,info@narsistacikparfum.com,"Demirkapı Mahallesi,Çınar Sk. No:11 ",Bağcılar,,
MN000211,Teras Çikolata San. Ve Tic. Ltd.Şti,0216 311 75 89,0532 446 28 84,info@terasgida.com,Büyükbakkalköy yolu Büyükbakkalköy yolu sok. no:35,Maltepe,,
MN000212,Eyüp Sabri Tuncer Cosmetics Ind.,0212 469 80 80,0554 491 12 33,0554 491 12 33,"Havaalanı Kavşağı EGS Business Park B- Blok Kat:15 No:447, Yeşilköy İstanbul Cd. No:3",Yeşilköy,,
MN000213,Bolçi Chocolate,0 216 518 01 14,0541 968 20 16,bolci@bolci.com.tr,"Küçükyalı İş Merkezi
Girne Mh. Irmak Sk. D/Blok No:1",Maltepe,,
MN000214,Tarihi Beyoğlu Kurukahvecisi,0216 469 23 23,0530 844 76 76,ozgur@tbkm.com.tr,Barbaros Mah. Erurumlu Sok. No.24 ,Ataşehir,,
MN000215,İhsan Kurukahvecioğlu Halefleri Kahvecilik Pazarlama Ve Tic. Ltd. Şti,0212 522 04 25,0532 313 01 98,info@ihsankurukahvecioglu.com,Tahmis Sok Kurukahveci Hanı Altında no:36/B eminönü Fatih,Fatih,HOCAPAŞA,4700033846
MN000216,Lm Kozmetik San Tic Ltd Şti,0212 771 21 61,,info@lmcosmetics.com ,Atatürk San. Böl. Hakkı İleri Cad. No:75 ,Hadımköy,,
MN000217,Kasteks Tekstil Sanayi,0212 639 40 43,,,Bağlar mah  Martı sok No:4 Bağcılar - İstanbul,,,
MN000218,Aras Metal San Tic Ltd Şti,0212 855 2780,0532 397 82 21,arasmetal@superonline.com,Adnan kahveci Mah Harbiye Cad. şirin san sit. no19-A1 ,Esenyurt,büyükçekmece,0720037567
MN000219,Panelsis Mühendislik Ve Tic.Ltd.Şti,0 216 290 1223,0532 172 52 71,bilgi@panelsismuhendislik.com,Girne Mahallesi Irmak Sokak Küçükyalı İş Merkezi A Blok No: 22,Maltepe,,
MN000220,Aykanlar Gıda San. Ve Tic. A.Ş.,(0216) 354 0160,0532 778 26 29,ercanyilmaz@aykanlar.com.tr,İmes San Sit. C blok 305 Sk. no:5/B ,Pendik,,
MN000221,Kondaş Kondansatör San Ve A.Ş,0 262 744 10 75,05413369634,info@kondas.com.tr,Cumhuriyat Mh. İstanbul Cd. N:114 Çayırova-gebze,Karaköy,,
MN000222,Iskur Gıda San. Paz. Dağ. Dış Tic. Ltd. Şti.,0216 592 01 88,0533 683 55 56,leventdalgic@hotmail.com,Yalı Mah. Mareşal Fevzi Çakmak Cad. no:47 Kat:2 ,Maltepe,,
MN000223,Ofçay Gıda Pazarlama Ticaret A.Ş,0216 561 0010,0532 336 93 56,idurmus@ofcay.com.tr,"Eyüp Sultan, İbni Sina Cd. No:22,  ",SANCAKTEPE,,
MN000224,Sinerji Tüketim Maddeleri Pazarlama Turizm İç Ve Dış Tic Ltd Şti,0212 850 88 88,0532 713 81 55,borabayrak@sinerji.com.tr,"Karaağaç Mah. Hadımköy Yolu No:7 
Büyükçekmece",Hadımköy,,
MN000225,Süvari Kozmetik Ltd. Şti,212 653 06 44,,info@suvarikozmetik.com,Eski Londra Asfaltı no:11 Şirinevler-İstanbul,Şirinevler,Marmara Kurumlar,788 003 63 59
MN000226,Meraklılar Kuru Kahve Kuru Yemişçilik Gıda Ticaret Ve San Ltd Şti,0216 364 92 86,,meraklılar@meraklilar.com,"Şerifali, Şht. Sk. No:48",Ümraniye,,
MN000227,Nafia Gıda Ltd. Şti.,0212 659 09 91,0532 166 45 51,kemal@afia.com.tr,Ziya Gökalp Mahallesi Süleyman Demirel Bulvarı Sinpaş İş Modern E-11 H-11 Blok No:11 ,Başakşehir,,
MN000228,Damla Promosyon Matbaacılık İmalat İthalat Ltd Şti,0212 238 10 90,,damla@damlapromosyon.com.tr,Mahmut Şevket Paşa Mah. Şahinkaya Sok. Numara 24 Işık İş Hanı Kat2-4 d:2-4 ,Okmeydanı,,
MN000229,Fix Egoiste Cosmetics,0216 593 09 09,0543 678 40 88,info@dngcosmetics.com,Tuzla OSB. Kimya Org. San Sit. Melek Aras Bulvarı Tuna Cad. no:14 Tepeören,Tuzla,,
MN000230,Nutravital Gıda Ve Pazarlama San. Tic. Ltd. Şti,0216 417 96 96,0532 777 73 37,info@nvtanitim.com,Girne Mah. Doğuşkent Cad. Taş.  Aprt. no:10 Kat:1 D:1 ,Maltepe,,
MN000231,Doğanaz Dağıtım Pazarlama Ticaret Ltd.Şti,216 372 64 24,,info@doganaz.com,Bayar Cad. No:97 Demirkaya İş Merkezi Kat:1 D:4 Kozyatağı,Kadıköy,,
MN000232,Baykanlar Tekstil San Ve Tic Ltd Şti.,0212 876 21 21,,satinalma@baykanlar.com,Bakırcılar San Sit Mustafa Kurtoğlu Cad. no:21 ,Beylikdüzü,,
MN000233,Mustafa Nevzat İlaç San. A.Ş,0212 337 38 00,0533 328 89 23,info@mn.com.tr,Prof.Dr.Bülent Tarcan Cad.No:5 Pak İş Merkezi Kat.1-2 ,Gayrettepe,,
MN000234,Bony Tekstil İşl.San.Tic.Aş,0282 735 55 00,Emel Vardar,,Org.San.Böl.Atatürk Cad.4.Sk.No:10-12 Çerkezköy / Tekirdağ,Çerkezköy,Çerkezköy ,1790291777
MN000236,Yılmaz Pazarlama,212 422 38 15 ,0532 456 96 85,info@yilmazpazarlama.com,"Ambarlı Dolum Tesisleri Yolu. Şeh. P. Er Yavuz Bahar Sok. 
No:4",Avcılar,,
MN000237,404 Kimya San Ve Tic. A.Ş,0216 642 92 71,0532 336 37 32,hasangencal@lezzo.com.tr,Güzle İş Merkezi Kat:1 No:3 Merkez Mah Akçe Sok,Çekmeköy,,
MN000238,Lezzo Gıda Paz. San. Tic. A.Ş,(0216) 642 9271,0532 336 37 32,hasangencal@lezzo.com.tr,Güzle İş Merkezi kat:1 No:3 Merkez Mah. Akçe Sok. ,Çekmeköy,,
MN000239,Expocahem Kimy San Ve Dış Tic Ltd Şti,0216 420 40 97,0543 382 77 40,info@ekspochem.com.tr,Dudullu OSB 3.Cad. 22/2 ,Ümraniye,,
MN000240,Nakal Taşımacılık Gıda İnşaat Ve Turizm Tic.Ltd.Şti.,0216 630 21 95,0555 998 24 23,info@cerezpazari.com,Şerifali mah. Atabek sk. No:32 ,Ümraniye,,
MN000241,Sev Kuruyemiş Üretim Sanayi Ve Tic.Ltd.Şti.,0216 310 56 06,0531 270 14 27,alicanbaysal@tazesev.com,Tavukçu Yolu Cad. Demirtürk Sk no:10/1 ,Ümraniye,,
MN000242,İmge Ajans Ve Matbaa,212 483 00 89,0545 251 19 26,info@imgematbaa.biz,"Platform Merter Suite Abdurrahman Nafiz Gürman Mah. General Ali Rıza Gürcan Cad. 
No:27 B Blok Kat:9 Daire: 107",Merter,,
MN000243,Ada Manlolya Pastaneleri,216 442 62 90,0533 253 73 23,info@adamanolya.com,"Bağdat Cad. Adatepe Sit. 
254/E Maltepe",Maltepe,,
MN000244,Arpi Çikolata Şekerleme Ve Gıda Ürn.İmalat San.Tic.A.Ş.,0 332 334 03 50,,arpi@arpicikolota.com.tr,Başak Mahallesi Ereğli Yolu No:28,Karatay,Mevlana,9240445091
MN000245,Akçaoğlu Gıda San. Tic. Ltd. Şti.,0 262 645 00 46,535 652 8857, info@akcaoglu.com.tr,Barış Mahallesi 1802.Sokak No:25,Gebze,,
MN000246,Art Reklam Tasarım Hizmt. San Ve Tic Ltd Şti,212 2889390,5324367200,info@artreklamcilik.com,Şakirkesebir cad. Gazi Umur Paşa Sk. Balmumcu Plaza 1. blok 30/2 Balmumcu,Beşiktaş,Beşiktaş vd.,0850376761
MN000247,Balaban Gıda San Ve Tic A.Ş,0 264 276 91 22,,info@balabangida.com.tr,1. OSB 7. Yol No: 1 Hanlı 54580 Arifiye ,Arifiye,,
MN000248,Demir Gıda San Ve Tic Ltd. Şti,0474 415 42 27,05336542772,evingida@hotmail.com,Cumhuriyet Cad. Cumhuriyet Mah. ,Sarıkamış,Sarıkamış,2780885620
MN000249,Emin Gıda Mad. San. Ve Tic. Ltd. Şti.,0 352 322 18 05,05335422171,info@eminusta.com,Organize Sanayi Bölgesi 30. Cadde No : 13,,,
MN000250,Artı Reklam Ajansı,,,,,,,
MN000251,Kardelen Kestane Şekeri,,,,,,,
MN000252,Evs Tekstil İnş San Ve Tic Ltd Şti,0212 508 22 33,0533 479 5905,sinan@favore.com.tr,721. Sok. No:3 Tuna Mah. Esenler,ESENLER,ikitelli,3830398377
MN000253,Fumar Tütün Mamulleri San Ve Tic A.Ş,0 212 282 77 11,533 490 30 00,cavli@fumar.com.tr," Levent, Akçam Cad. No:48, Beşiktaş/İstanbul",Beşiktaş,Biga,3880683395
MN000254,Gerok Marketing İç Ve Dış Ticaret,0 212 5674444,,iletisim@gerok.com.tr,Maltepe Mahallesi Bestekar Medeni Aziz Efendi Sokak Erdinç Han Sitesi No: 19/21-B,zeytinburnu,,
MN000255,Hunca Kozmetik Pazarlama Dağıtım Ve Tic. A.Ş.,0 (282) 726 25 10 ,0533 674 34 62 ,turkan.semli@hunca.com.tr,"Org. San. Böl. Saray Yolu Üzeri
",ÇERKEZKÖY,,
MN000256,New Feniks - Çetin Varol,212 231 46 73,05325072474,cvarol2000@yahoo.com,NEW FENİKS - ÇETİN VAROL  Bereket Mh.Şair Ziya Paşa Sk.Cd 3-5 ,Beyoğlu,,
MN000257,Mel Tekstil Sanayi Ve İthalat İhracat Ltd Şti,0212 5495818,05322442077,suleyman.erdogan@meltekstil.com.tr,İKİTELLİ OSB.ATATÜRK BLV.GİYİM SAN.SİT.4.ADA A BLK.NO.402 K.4 ,Başakşehir,ikitelli,6140428896
MN000258,Naturmed İlaç Kimya Ve Kozmetik San Tic Ltd Şti,0 (242) 248 68 68 ,05323176740,info@naturmed.com.tr,Pınarbaşı Mah Hürriyet Cad. No:3C/1 Akdeniz Üni. Teknokent Naturmed İlaç Binasi,Konyaaltı,,
MN000259,Tanalize Kozmetik Ve Temizlik Ürünleri San. Ve Tic. A.Ş.,0 216 435 70 33,0545 230 58 72,info@farmasi.com.tr,"Ömerli Merkez Mah. Uran Cad. No:33 
",çekmeköy,,
MN000260,Boss Promosyon Ürünleri San.Tic.Ltd.Sti,0216 3885012,0532 7210440,boss@boss-turkey.com,Kızıltoprak Bağdat Caddesi Aydın İş Merkezi No:62/13,Kadiköy,,
MN000261,Bompi Gıda Makine Turizm San.Tic.Ltd.Sti.,0222 2361008,05339258025,alaettin@bompi.com.tr,Organize Sanayi Bölgesi 47   9.Cadde,,Eskişehir, 179 058 1321
MN000262,Ahmet Yıldız,,0507 780 60 80,,ZAFER MH.YILDIRIM BEYAZIT CD.NO:12  AVEA BAYİSİ YENİBOSNA,Bahçelievler,,
MN000263,Adeda Yayıncılık,0212 635 50 57,545 488 6110 ,info@adeda.com.tr,Maltepe Mah. Eski Çırpıcı Yolu sok. Merter İş Merkezi no:2 Kat ofis 34,zeytinburnu,Davutpaşa,2730621619
MN000264,Amade Tekstil San. Ve Tic.Ltd.Şti.,(0212) 416 3820,05337623638, info@firdevs.com.tr, Çırpıcı Mh. Prof. Turan Güneş Cd. No:218,zeytinburnu,,
MN000265,Ahi Promosyon,212 5658765,05325086343,,"Yenidoğan Mahallesi, Sert Sokak, No: 33 / A ",Bayrampaşa,,
MN000266,Burçin Birdane Butik Pasta Tasarımı,,05325086343,info@burcinbirdane.com,"Bağlarbaşı Mahallesi, Ali Arıcan Caddesi No: 48/B DARICA",GEBZE,,
MN000267,Peri Ajans - Grafik/Tasarım/Reklam Ve Matbaa Hizmetleri,,0543 850 14 47 ,,,,,
MN000268,Kervan Gıda Sanayi Ve Ticaret A.Ş.,0212 875 76 90 ,,,,,,
MN000269,S.Spitz Geselischaft M.B.H,+4376746160,,office@spitz.at,Gmundner StraBe 27,Attnang,Wells,ATU71679515
MN000270,Adıyaman Kervansaray Kahvesi,,,,,,,
MN000271,Cafe Şölen,0232 388 15 56,,,,BORNOVA,,
MN000272,Zalatimo Sweets,962 65681018,,info@zalatimosweets.com,P.O Box: 5266 Amman 11183 Jordan,,,
MN000273,Ak Toyz ( Hakan Akyiğit  ),0212 698 20 56,,,,,,
MN000274,Mart Ajans Yayıncılık,0212 243 15 34,,,,,,
MN000275,Şölen Çikolata Gıda San.Tic.A.Ş,0212 7343834,,info@solen.com.tr,,Silivri,,
MN000276,Khan Group Otomotiv Tekstil Reklam Gayrimenkul,,0535 309 73 74,,,,,
MN000277,Afkim Kimya Ve Turizm San.Tic Ltd.Sti,0216 306 05 05,,banu@afkim.com.tr,Ferhatpaşa Mahallesi Karadeniz Caddesi No:87,Ataşehir,,
MN000278,Elasto Form Kg,49 9661 890118,,info@elasto.de,,,,
MN000279,Sarten Ambalaj San Ve Tic As,0212 275 76 60,0530 826 9865,cemreturk@sarten.com.tr,Balmumcu Mahallesi Zincirlikuyu Yolu Sok.No:4,Beşiktaş,,
MN000280,Unifree Duty Free İşletmeciliği A.Ş,0212 211 60 44,0 538 277 81 60,gbasitas@unifree.com.tr,Büyükdere Caddesi Bengün Han 107/9,Gayrettepe,,
MN000281,Irmak Tanıtım Dış Tic Ltd Şti,212 273 04 55,,senay@irmaktanitim.com,Muammer Aksoy Cad. no:4/P,zeytinburnu,,
MN000282,Alo Promosyon,,,,,,,
MN000283,Yaşar Dondurma Ve Gıda Maddeleri A.Ş.,0216 472 53 04,,,,,,
MN000284,Emirkan Gıda Pazarlama San.Tic.Ltd.Sti,0216 5055033,,,"Kısıklı Mahallesi Alemdağ Caddesi No:53 - A 
Üsküdar",Büyük Çamlıca,Ümraniye,3340311916
MN000285,Pasifik Tüketim Ürünleri Satış Ticaret A.Ş,0216 524 29 00,,,Kısıklı Mahallesi Ferah Caddesi Büyük Çamlıca No:1 ,Üsküdar,Anadolu Kurumlar,7220396853
MN000286,Örgen Gıda Sanve Tic.A.Ş,0232 236 76 00,,orgengida@orgengida.com.tr,Çamlı Mahallesi Seferihisar Caddesi No:171,Güzelbahçe,Hasantahsin V.D,6600392433
MN000287,Horizon Hızlı Tüketim Ürünleri Pazarlama Satış Tic.As,0216 524 29 00,,,"Kısıklı Mahallesi Ferah Caddesi No:1
Büyük Çamlıca",Üsküdar,Ümraniye,4630337108
MN000288,Hero Gıda San.Tic.As,0312 399 2728,,,Esenboğa Yolu 21.Km Çankırı Kavşağı,Akyurt,Çubuk,4610274143
MN000289,Ülker Bisküvi Sanayi Ve Ticaret A.Ş,0216 524 29 00,,Ahmet.ilter@yildizholding.com.tr,KISIKLI MAH  FERAT CAD  BÜYÜKÇAMLICA NO:1  ,Üsküdar,Büyükmükellefler, 9060022039
MN000290,Konya  Dış  Ticaret Ltd.Sti,0332 342 45 33,,info@konyacikolata.com,"Fevzi Çakmak mah. 10576 sok. No:28, 42100 Karatay/Konya",KARATAY,SELÇUK,5770541947
MN000291,Krea Doğrudan Pazarlama Organizasyon Tur. Tic. Ltd. Şti.,0 212 2754332,0554 511 68 81,talat.nural@kreamice.com,,BALMUMCU,,
MN000292,Elzem Ajans Basın Yayın Matbaacılık Turizm Danışmanlık Reklamcılık Ve Organizasyon Sanayi Ve Tic.Ltd.Şti,545 576 16 14,,,"Çankaya Mah. Silifke Cad. Alanya İş Hanı A1 Blok, Çankaya",İçel,,
MN000293,Profesyonel Çizgi Tanıtım Mim. İnş. San .Tic. Ltd. Şti.,0216 3663310,0533 9596800,ozlemtayfur@reklamsekeri.com.tr,"Maltepe Küçükyalı Sanayi Sitesi 
Girne Mh. Altay Çeşme Mevkii
Irmak Sk. Bina No: A–3
Maltepe / İstanbul 
",Maltepe,,
MN000294,Sukar Paşha ( Demet Öztekin ),,,demetoztekin@hotmail.com,,BAŞAKŞEHİR,,
